time,cycles,instructions,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_miss,CPI
8.411602987,1365511168,1335890036,24344117,4167990,39486979,87113,1117845,2755,24353115,12137,1293,1677,83938,7200386,7645873,1.022173331
8.71202956,1364260924,1326571728,24432469,4205833,38927011,92409,1195701,2416,24278861,12430,1380,1545,80539,7175191,7634678,1.028410975
9.012452798,1364119929,1306611843,24738107,4446005,39427359,86371,1126465,3004,24401105,18186,1404,1461,77675,7820795,8386815,1.044013137
9.312881799,1366348545,1314545195,24618152,4456976,39479067,84473,1128250,2738,24457653,20009,1161,1443,73622,7903586,8397671,1.039407812
9.613300048,1356888809,1288912712,24627160,4508584,38817943,87481,1029967,1781,24886185,18093,1371,1356,74186,7268363,7734155,1.0527391
9.913728413,1364730881,1306131104,24979983,4203220,39100150,76010,1023643,2834,24771831,20651,1386,1458,75785,7649142,8092188,1.044865157
10.21414241,1363650241,1293773076,24828617,4344467,38698328,76236,1097524,3109,24701981,22604,1557,1572,75168,7911049,8299697,1.054010372
10.51457463,1357991173,1274721157,24813629,4672756,38937235,77207,990175,1702,25064231,24981,1413,1581,77055,7860694,8423369,1.065324103
10.81498712,1358146207,1267537206,24973530,4589925,38873177,78477,985403,3176,24877510,26867,1494,1552,79988,7984974,8534998,1.071484293
11.11541731,1366102706,1272583325,25205763,4478911,38944237,91130,953477,3226,24884539,29591,1588,1609,73995,8308198,8918554,1.073487825
11.41586064,1363905184,1255361377,25142851,4909612,38880628,94945,927605,2237,25224751,32680,1612,1603,76125,8396968,8998936,1.086464192
11.71635278,1362951897,1245970115,25577006,4908112,38903789,88769,926768,3216,25240370,36808,1441,1540,82356,8772629,9401571,1.093888112
12.0167654,1364966809,1225365106,25528022,5109941,38603126,91233,918255,3314,25340533,41039,1626,1347,75875,9007038,9647902,1.113926619
12.3171943,1367141027,1223333455,25831207,4933002,38743419,89317,867931,2197,25303682,42467,1656,1521,79429,9272841,9947204,1.117553862
12.61761694,1359009054,1198441067,25605304,5294783,38857637,85189,916429,3077,25675179,45884,1626,1476,71860,9526717,10146007,1.133980712
12.9180486,1360967575,1195351343,25725521,5422819,39124856,84405,860357,1959,25887291,48137,1583,1442,68563,9595372,10297875,1.138550254
13.21847647,1358699409,1183349718,25785167,5363676,38809588,89727,963493,3343,25552758,51150,1674,1614,81210,10057668,10768518,1.148180786
13.51890718,1363298208,1168981007,25770868,5638199,39246632,81036,914507,1940,25851936,55388,1768,1509,80107,10336802,11021798,1.166227851
13.81932616,1366668421,1169054495,26126707,5375958,39536230,85981,910077,3312,25763492,59137,1789,1363,75462,10774009,11540211,1.169037395
14.1197622,1362296314,1136770091,25945138,6332595,39308652,76137,924887,1889,26210545,63601,1773,1524,82023,10980266,11652692,1.198392115
14.42021113,1366164479,1146134980,26370444,5777284,39574210,87875,1010926,3395,26075942,67878,1915,1485,87913,11395786,12267380,1.191975206
14.72064148,1365418190,1131010314,26564179,5869712,40039937,75466,918516,2593,26136817,70640,1725,1365,78009,11832479,12649686,1.207255295
15.02106303,1362017413,1103910076,26320705,6613822,40502464,77833,921471,1633,26462908,77137,1878,1329,68015,12035651,12953350,1.233811922
15.32149562,1353079286,1077384011,25980162,7338631,41060270,80931,1056994,1794,26440429,84794,2076,1886,71572,12359674,13323737,1.25589323
15.62192283,1358479376,1056995863,25715861,7841099,41677804,84284,1180396,1994,26381737,95675,1990,1341,74683,13082415,14029025,1.285226767
15.9223539,1362985887,1021892673,25362058,7626985,42247556,82973,1229751,2159,26359063,101963,2083,1548,78236,13943027,14916714,1.333785752
16.22278161,1356425422,1041852277,25692487,8762159,43719603,79409,1405015,2286,26180626,110511,2376,1389,78597,14703261,15640634,1.301936418
16.5232143,1364258755,1059344602,26199194,8045128,45652782,83136,1355761,2672,26072460,117427,2476,1344,80188,15904058,17216405,1.287832828
16.82363999,1359563592,1050635659,25978929,8421251,48852817,80289,1717761,3229,25544788,127220,2430,1514,76358,17863745,18971225,1.294039071
17.12407709,1352694435,1040174636,25688208,8661868,51757966,81733,2240759,3371,25283292,146008,2799,1497,72593,19847886,20839152,1.300449356
17.42450821,1363130497,1049201403,25326237,9955032,54580655,73255,2741283,3890,24871970,162316,2957,1540,81753,21851163,22998644,1.299207657
17.72494373,1365522101,1013389010,23942576,12359120,59036528,68390,3353526,4269,24375027,188265,3193,1530,77264,24565126,25292136,1.347480669
18.02537445,1360115377,977555920,23159321,13455537,66696984,75898,3815187,3604,23725918,214218,3873,1510,79644,27716893,28339359,1.391342786
18.32581503,1360663795,965137754,22182138,16339876,89556403,83596,5163364,4224,22239208,255124,4832,1446,84752,36666708,38682510,1.409813044
18.6262675,1358727459,1070151371,11727460,23937442,81264379,1147901,6556718,3917383,11351782,621344,472440,2167,232914,30322155,32139821,1.26965913
18.92676264,1360385765,852331191,7579637,31110307,45265854,313460,12479300,827582,7110724,1223982,538671,2540,150494,13924504,15019416,1.596076478
19.22725811,1356271567,825544418,7025508,34396393,67245548,403039,17193287,1328184,6581714,1678593,744051,2886,142976,16865926,18097462,1.642881397
19.52774266,1358264705,682058920,6681669,38465335,71371690,155525,15882162,1705953,6580225,1946087,782570,2255,70872,19106252,19398981,1.991418432
19.82821799,1362188746,749380520,6749770,35043587,85534771,87017,16180870,1964191,6330042,1488220,593827,2379,78065,17649285,18819433,1.817753077
20.12869884,1350571418,782696103,6482416,37915783,82439604,86092,12085369,2217422,6431744,1561428,571089,2172,71507,16454216,18184307,1.725537425
20.42917445,1357163977,793156566,6204769,40438334,70779482,78509,12354976,1892782,6144148,1557185,621273,2254,71961,15886724,16412312,1.711092154
20.72965069,1364680319,879993775,7146485,34494704,93228718,29077,8979672,2606736,7425926,1273437,513594,2125,80123,14726000,15237153,1.55078406
21.03011613,1358032394,1024594849,9643813,33691394,107766447,32389,13537238,1921546,10959229,717429,366046,1436,72280,14266854,14079953,1.325433556
21.33057329,1363826703,921886641,16168261,22933211,38475730,26621,7685469,1434,14896077,4623608,1493,939,72779,18963000,19206893,1.479386556
21.63101024,1356226425,1386941595,12040958,20869817,53915654,34375,4701044,2575994,14607786,1413515,1621597,803,70521,12982517,17756001,0.9778540278
21.93145485,1343780229,1231397458,20047727,16978863,54568521,28299,6068728,5812,20007607,121761,4727,725,68055,18845141,18110372,1.091264417
22.23186525,1344660192,1145206325,18963720,21962056,62837123,29180,7993281,5944,18460305,142198,5428,875,66589,22264265,22841675,1.174164133
22.53230516,1327181166,1098471787,18110092,23383964,64857669,23846,9711567,6246,17875248,152236,6168,1131,68757,22682710,24108439,1.208206876
22.83272238,1344065836,1114438239,15741246,31483242,80159316,21513,15419633,7231,15444347,170765,7841,2001,66227,30939108,31449984,1.206047845
23.13315098,1338970726,1181533755,13980604,37988534,93330714,26868,20130753,8117,13812603,187516,8939,2014,64835,34585677,35313254,1.133247967
23.4335758,1340368270,1152153020,10778929,46881591,112271373,24453,27057733,9858,10751117,214904,10816,2044,64925,40173928,41092365,1.163359594
23.73400879,1346343979,1108102278,9412620,36045827,99569170,511542,12773509,3390645,9131537,279496,582925,2184,270007,22300426,23149751,1.214999739
24.03444519,1337100528,926774346,8080041,30040628,49901763,24935,12373757,215661,8140552,1406093,448382,2843,68452,14006759,14804497,1.442746591
24.33488788,1334438045,888214036,7624284,30299067,45237562,23729,11423078,251608,7502848,1293064,452332,2736,72880,12939162,13193523,1.502383424
24.63532743,1339700526,887981381,7507509,29101106,44854449,133364,11147183,588848,7439205,1405511,491267,3013,96683,11690693,13512362,1.508703397
24.93575822,1338554125,808420381,6594099,35617871,45802499,69479,16170316,374057,6803044,1416937,485938,3073,108760,13515608,14450452,1.655764942
25.23624679,1339325619,794783395,6581534,32441831,42008106,261999,11888056,952568,6738879,1347388,568596,3242,140011,13598850,14727707,1.685145446
25.53668952,1342134455,813458549,6324154,36921634,45204351,36953,16283374,337855,6679905,1314308,480124,2751,105231,13029157,13138445,1.649911304
25.83713901,1339987428,786373358,6866280,31805532,41080930,38129,13314473,381982,6726106,1544328,493174,2773,73534,12725769,13202764,1.704009189
26.1376047,1339664429,800968531,6358605,35764734,46337163,296799,19136064,1025849,6013207,1532442,641950,3456,184242,12697374,14111629,1.672555634
26.43805579,1339114136,751448978,6678488,33155042,40733677,37403,12568337,383741,6879659,1462749,488148,2491,81593,13432686,14214390,1.782042661
26.73853489,1335290270,769303760,6700772,32937261,40108923,34113,12199906,375413,6732940,1552674,503368,2567,99364,13807890,14093147,1.735712653
27.03900472,1338111613,801137482,6285583,37170243,43240951,38027,12568354,402016,6673588,1452422,481038,2496,126820,11156157,11931209,1.670264646
27.33948578,1338774994,785170039,6834745,33528326,42585298,40482,12186140,472882,6812530,1467048,474924,2530,122008,13624829,14272139,1.705076515
27.63990126,1340588395,800269218,6080708,38244545,49076459,36320,14750560,530556,6842500,1399023,456224,2506,124006,12334274,11979505,1.675171761
27.94038167,1344156326,866254879,7407754,31530331,57298073,35849,10967785,802316,7433416,1305896,452219,2607,133960,13973726,13984449,1.551686875
28.24081304,1329920424,981200300,7247605,35464647,97984381,36198,9173562,1690167,8640399,917500,354824,2513,118554,11211185,11762681,1.355401567
28.54125523,1342104558,961956759,11792717,31031353,78803777,32705,6412949,501361,13379974,4428957,29089,2226,117140,13373045,14485514,1.395181795
28.84166973,1331258449,792375100,12978517,29822351,38861499,33843,10718753,914,13991441,8104087,2388,2570,115951,19674082,18835060,1.680086173
29.14211854,1335800886,721723317,13875992,28361561,37806737,39057,9910357,1031,14549498,8327478,2300,2515,108645,17089109,17551119,1.850849009
29.44256309,1338003357,561859852,6370347,28385719,41421125,39592,2731474,9201843,6247246,1294540,5370439,2066,106551,9943233,18326155,2.381382746
29.74299339,1336308551,1719417432,18809888,7069179,52568252,34377,998432,2926,19232470,53986,2400,1635,113762,8192744,9052724,0.7771868111
30.0434113,1342617210,1534174951,20712081,6852328,48138534,40404,1009894,2429,21008390,56609,2424,1488,111289,8106676,9297166,0.875139572
30.34384412,1331465513,1375242748,21973202,7274484,46250611,38043,1200933,2778,22277019,70930,2562,1747,113635,8843245,10057721,0.9681676307
30.64429359,1342196235,1255076087,23289570,7789058,43851762,33183,1692177,2864,22946935,92453,3099,1635,120204,9177189,10247623,1.069414236
30.94471578,1338412777,1195660375,23373602,9442735,46683453,36881,2582595,3289,22628226,121481,4154,1667,114812,11468306,11706196,1.119392099
31.2451342,1343689895,1192604158,23544940,7134132,40779453,52451,1028578,2138,23780473,69683,2570,1623,113214,9832167,10503016,1.12668557
31.54558043,1334469222,1145299041,22588174,11428653,49559569,90322,3308378,3355,22470961,93952,3020,1595,67489,11442082,12653994,1.165170994
31.8460085,1338107902,1110687650,23122898,10954187,46445577,84419,2549458,3466,23344250,98688,3174,1721,78406,12100277,13298760,1.204756262
32.1464291,1339564436,1122606707,23837544,8663459,42093568,85988,1584430,2743,24106550,95955,2947,1658,73829,11036107,12203355,1.193262456
32.44686932,1343917968,1133960553,23402896,10179166,44777285,81355,2453500,3065,23448464,104772,3180,1847,82896,11039412,12527130,1.185154073
32.74728891,1344102588,1113949127,23130526,11756808,48090034,93048,2958736,3789,22904196,122779,3661,1530,71379,13026994,13946407,1.206610388
33.04770995,1344465302,1116520958,24429876,8583999,42292580,100977,1697473,2843,24309607,104145,2875,1757,76873,10633418,11799181,1.204155903
33.34787601,1336888710,1108414950,24139912,8495393,41906649,93448,1667425,2871,24210079,107292,3217,1685,77348,11141461,11933709,1.206126559
33.64829739,1332140391,1091048722,23819986,9859435,43910722,97092,1866901,3039,24478165,102610,2980,1587,77989,11979640,13280575,1.220972413
33.94871715,1337244220,1106767202,23834279,10568493,46706929,97692,2804750,3598,23742391,106977,3152,1572,71003,11118694,12343821,1.208243448
34.24914021,1336956017,1107704220,23546354,11570527,47950702,88923,2767064,3461,23544317,115156,3373,1706,71030,12238224,13839314,1.206961202
34.54957683,1338453859,1107455781,23700082,11337042,47962350,91585,2713173,3485,23530823,114052,3299,1616,76455,11985558,13463580,1.208584471
34.84998683,1345883674,1118488440,24280386,10731499,46250183,93695,2616285,3539,24006187,121914,3514,1679,80952,11677848,12698413,1.203305842
35.1504041,1343491071,1115586615,24620917,9074587,43575658,90670,1836102,2929,24621947,96986,2815,1593,81198,10581569,11749674,1.204291135
35.4508238,1338484847,1112168788,24335676,9501810,44416576,85333,2197324,3379,23940102,127292,3770,1862,81221,11356398,12051662,1.203490748
35.75125595,1343704235,1126156143,22951008,13568848,50820967,82765,3562727,4007,23050477,132959,4200,1825,78114,15148155,15900028,1.193177557
36.05168076,1343612443,1115682201,23622535,11354078,48312947,92611,3409639,3710,23062340,132202,4078,1763,66112,12673911,13499032,1.204296745
36.35187033,1336320748,1116883349,23149699,12750741,50961812,93628,3840841,4405,22764730,120567,3884,1474,68770,12512985,13982183,1.196472979
36.65230398,1339601700,1123595356,24313444,9111701,43950421,84850,2301658,3574,23866008,105466,3202,1815,71615,10764408,11897502,1.192245672
36.95273494,1341214661,1115889420,23333748,12486479,49720115,90804,3252252,4247,23310475,116642,3590,1605,76065,12950924,14007009,1.201924346
37.25316756,1344020782,1124780380,23193523,12659141,51597897,93603,4453390,4617,22484594,114192,3407,1672,72933,12193465,13315674,1.194918409
37.55359089,1337882989,1130455307,23123146,12634686,49650141,104033,3303260,4371,23216309,133861,4043,1779,78736,13829711,14525813,1.183490387
37.85401389,1341545565,1142658610,22204062,16633877,57965245,87163,5388453,4897,22143256,143126,4483,1731,86330,15665023,16718297,1.174056322
38.15444002,1335131665,1136974912,21401439,17954417,60541438,87428,5912387,5334,21420107,157469,4728,1752,82098,16830483,17979217,1.174284191
38.45486792,1343947505,1156111524,21533050,18232052,61309232,91776,7168210,5782,20620340,169460,5618,1698,74179,17152152,17104282,1.162472198
38.75530443,1345315752,1161657428,19414399,23045229,69772377,96110,8161011,5585,20066866,158519,5384,1867,74890,20249063,21818091,1.158100245
39.05572719,1343744471,1164477036,18048128,26699599,77417496,94477,10653377,6681,18893104,175670,5976,1948,77702,21781804,23713734,1.153946733
39.35588362,1338801646,1245126366,14252123,38364089,102204705,93440,17774881,9486,13729110,253485,9507,1910,81257,30555609,29958981,1.075233553
39.65631344,1340268086,981886393,10222129,58404563,145344369,88513,21586110,12939,9630351,368263,31092,1611,67721,38692742,40088616,1.364993033
39.95676341,1340398844,1056055994,9360000,32287576,81110102,275864,7149901,969845,10775404,806666,262359,2302,82322,12925210,14366381,1.269249786
40.25721739,1335299830,1020241970,8076873,28531776,57651149,87668,9395813,218748,8512234,1149783,361742,2766,72866,13163908,13561942,1.308806998
40.55765553,1332913864,1114693536,8079871,28113093,62862351,89749,10512001,460735,7986207,914598,298975,1698,68388,12971687,13078591,1.195767106
40.85810096,1340399754,1026471618,7778091,27186727,63525361,96373,12096565,462453,7882598,964088,322313,1855,68793,13599597,13700903,1.305832261
41.15861336,1339279643,996111540,7827723,30722489,65541459,91451,8655141,616674,7912046,1020101,339615,1852,76435,11842611,12044130,1.344507707
41.45908352,1343198787,1209083244,8519628,30075689,85194439,84442,16718332,981300,8315401,704226,243235,1671,72415,12869512,12822898,1.110923333
41.75957803,1339169666,1251695579,7653810,26605037,101957489,82482,5223514,3108251,7722989,690010,290327,1436,75441,13839088,15076046,1.069884474
42.0598809,1342545318,1103698688,10162084,29985594,111532822,91685,7892343,1731734,10070674,1893558,82456,1014,69118,13276766,14370110,1.216405648
42.36035086,1345713763,777359651,14810306,25737566,36972500,84783,8225871,1494,15257745,6815067,1743,1231,75506,19865385,20468083,1.731134053
42.66081227,1337523421,827188915,13896083,29695059,38541793,80309,10657991,1416,13412736,7590432,1903,1358,78787,18698012,18398551,1.616950369
42.96125575,1341450449,590789995,9361091,29655519,39958228,82801,4425133,6914549,9507296,2624169,5136336,1164,73528,10772652,18802380,2.270604547
43.26178053,1343325398,1480183697,17608967,9280832,48491613,91406,909686,2968736,15999271,165697,729671,1041,69180,9044464,10511259,0.9075396525
43.56219843,1342822170,1294492874,21929780,6130188,42845898,97931,914875,2585,21908033,57831,2091,601,61732,9518979,10780746,1.03733454
43.86262476,1347666762,1223102881,23196227,5945948,39969889,81640,852710,2550,23145107,64670,2193,637,72560,9492057,10608358,1.101842521
44.16302428,1344264095,1159957325,23641274,6168946,39179200,87240,977641,2681,23571507,70341,2184,682,73605,9868015,10971807,1.158890992
44.46346891,1346255678,1159229404,23712467,6370843,39257339,92457,1036203,2919,23539148,70887,2175,722,67905,9900531,11011162,1.161336724
44.76383945,1335813388,1144946781,23722987,6040812,38327115,106252,902399,2449,23877652,68198,2127,679,60440,9534107,10666007,1.166703475
45.06426574,1332954342,1132939141,23390570,6272187,38598397,134298,1016610,2678,23566574,69214,2124,619,28110,9605283,10783706,1.176545406
45.36468465,1339964341,1120348591,23299502,6882700,39192869,134556,1182864,3288,23373799,74128,2269,704,37208,10315404,11595145,1.19602448
45.6651065,1344477810,1130214791,24097878,6986218,40146909,137515,1268486,2906,23898205,76900,2347,743,32535,10598530,11828258,1.189577256
45.96550987,1342191452,1118085733,24176905,6596232,39372910,139808,1146424,2736,24143037,79091,2298,613,26259,10342077,11534976,1.200436972
46.26593868,1343342541,1112835198,23892713,6798648,39593932,144168,1190461,2869,23908503,76765,2322,643,28072,10519608,11703413,1.207135202
46.5663594,1338377947,1109105540,24011668,7584917,40906347,140014,1430299,2904,24228666,83392,2479,755,25804,10995936,12309916,1.206718296
46.86677795,1341757089,1087491535,24229673,7560483,40964996,146587,1521868,3091,24162493,92214,2539,571,32349,10970305,12080236,1.233809226
47.16720537,1335403935,1092705359,24081694,7740785,41095207,133841,1551206,3135,24087899,85021,2386,640,21944,11262667,12563588,1.222107976
47.46762407,1335426233,1070288739,24133480,6763532,38764148,122871,1189293,2812,24592955,72681,2106,523,24277,10216590,11328180,1.247725202
47.76786755,1341159177,1089623343,24013694,8387284,42100957,128677,1657019,3092,24000243,83647,2406,577,24244,12222020,13646182,1.230846591
48.06827497,1341266255,1085255852,24133594,7663048,40879145,125356,1494677,2959,23988170,78742,2350,716,25462,11502906,12553641,1.235898662
48.36868242,1347021409,1102806994,24202063,8628306,42377873,127105,1662173,3097,24171606,87119,2533,592,22742,12861675,14131332,1.221448011
48.66910732,1344583779,1084389962,24277909,7649913,41005766,129748,1460623,2828,24234219,77085,2172,565,22575,11662867,12851516,1.239944878
48.96954003,1342239335,1079902148,23735723,8959331,42669846,125427,1900022,3324,24015999,88306,2642,586,23034,12895529,13985222,1.242926813
49.26995504,1345057993,1093057372,24337877,7123858,40044920,126714,1411431,3242,23910306,81682,2614,643,25121,11152378,12066515,1.230546564
49.57037507,1346573913,1072660313,22976312,11191950,46997203,124365,2440432,3515,23762265,89873,2564,607,26158,13996240,15900954,1.255359126
49.87081141,1337415923,1054995340,23416678,9303912,43598917,128559,1946569,3611,23699555,93780,2807,535,23142,13637417,14480749,1.267698418
50.17123735,1345134832,1064584864,22527832,12217247,49125226,131523,2972558,4094,22485729,107421,3533,827,20840,16139298,17265090,1.263529924
50.47163495,1341306473,1084928427,22979926,12288645,49507711,130447,3029960,3922,22954280,95943,3178,704,21451,15031339,16482530,1.236308718
50.77186377,1347254218,1085358089,23558446,11147222,47659876,128082,3017231,4100,22704128,109876,3590,646,26753,14746442,15670230,1.241299283
51.07227535,1333557283,1080512635,22402918,14154405,52244400,128740,3874170,4418,22201468,113712,3927,800,23356,16480724,17665371,1.234189439
51.37269985,1343635882,1091957935,23090652,12862115,51330998,131900,3961121,4575,22175138,107816,3490,818,23521,15105568,16067469,1.230483189
51.67311068,1346644800,1096113093,21549757,16076751,56394070,128789,4456527,4506,22123759,113422,3659,710,20344,18638352,20211567,1.228563739
51.97353854,1345635907,1097243799,20919074,18291601,60653745,129801,6327229,5266,21065541,128139,4569,710,20623,19914004,21149901,1.226378229
52.27395581,1333396609,1091010769,20915674,16730241,57106574,129663,6007307,4864,21086147,121387,4586,713,23927,19183004,20395060,1.222166313
52.5743834,1339241564,1092928305,20366331,18730003,60640727,127980,5865231,4705,21440805,120393,4330,659,24012,20788773,22169791,1.225370006
52.87479885,1340091956,1100414702,20235032,20312354,64176084,128629,8027780,5665,20208021,131056,4836,827,27825,20481549,21757004,1.217806299
53.17523005,1336639764,1101489313,20001885,19987828,62738455,126366,7131670,5534,20469568,133950,5206,749,23952,22059435,23015447,1.213484097
53.47565311,1331926453,1099713426,19724060,21301422,66615963,131298,9139365,6046,19154515,143143,5486,797,24847,21182022,22190599,1.211157763
53.77588122,1338223949,1113307243,19794315,21117830,66234111,136491,8229913,5803,19626003,142724,5606,920,26534,22463813,23330241,1.202025728
54.07629086,1342573766,1103543372,18201235,25600592,75638477,130922,11193278,6883,17981506,151458,6240,929,26885,26160401,26992937,1.216602628
54.37670806,1331933354,1098654456,17617515,27197376,79449112,130612,13277026,7620,17021369,162497,7012,761,22994,25372692,26344682,1.212331454
54.67712215,1342775381,1104151299,13881470,37779104,100766904,125092,19661791,9216,13627356,191457,9227,683,21669,33962554,35113294,1.216115384
54.97752868,1342911474,1110102553,10258903,48033304,122818328,122782,26712384,10743,10114457,224657,11436,514,22643,43114298,43340924,1.209718391
55.2779477,1338379488,1130809069,7784448,55241362,139756053,119154,32716983,11317,7862597,229356,12921,622,25243,47295469,47659571,1.18355921
55.57837221,1340751612,1148007903,5525882,65912218,160093638,75708,39945441,8095,5436491,226965,9304,716,29423,52687245,52985479,1.167894061
55.87878699,1342612674,1113391645,5272529,70640541,174336141,69113,33463571,1400,5238982,294870,1077,433,21204,57879388,58155055,1.205876369
56.17923151,1329502938,908999742,7940655,36322530,102978780,76704,14272295,2597387,9220804,338463,148815,822,21580,15685676,14276658,1.462599907
56.47965931,1332723446,1024052660,8128557,27793489,51224175,73584,10952210,115368,7649387,1302597,367137,1605,22817,11969104,12972203,1.301420814
56.77989649,1326013726,1052813109,8475517,29002474,51195441,76358,12124911,160939,8504442,1176387,353148,1682,22938,12519950,11942050,1.259495835
57.0803495,1333328982,961795511,7949650,27818386,47242137,73368,10280167,200254,7978433,1075727,344252,1608,24695,12507547,12912843,1.386291542
57.38079647,1334652987,952238517,8424290,31330069,49419317,73885,10855176,227057,7986271,1214749,355052,1763,24654,11528236,11374300,1.401595255
57.68126416,1336129028,931411766,8003038,29721781,53014118,79392,14739063,278957,8055037,1082599,336720,2490,27894,12613804,13001678,1.434520238
57.9817303,1343166517,1047946474,9264954,31487666,64839768,83901,9312314,457262,8927951,1102752,347524,2643,25002,11363825,11794912,1.281712903
58.28218674,1336408427,1149102223,9520319,25669641,86854063,84443,8639638,805688,9255644,736317,262207,2560,28655,13939502,14052883,1.163002212
58.58266086,1341591668,1198614448,7951374,25604817,140313960,79978,9006504,815802,7528496,333372,139381,2419,27116,15441892,15391838,1.119285413
58.88309586,1340394628,831470472,14928617,26095293,38390981,81737,9446883,1936,14479053,6970054,2044,2017,27321,19941739,20782906,1.612077245
59.18358746,1336781953,801947917,14030375,27106497,40414118,78827,10079580,1926,13819085,5954554,1792,1831,25519,18868811,19592781,1.666918667
59.48389162,1330395822,811045642,13586365,25905326,41178061,78718,7724294,1821246,13601834,5481714,1958,1925,41846,18614608,18679326,1.640346428
59.78442009,1341008101,706406603,10338422,22262500,42271314,81260,1612015,8122820,10903534,159880,5229733,1590,67339,6670126,15686105,1.898351594
60.08483931,1341172869,1166082428,23155979,7491685,43340282,78011,1495166,2861,22863909,59171,2434,1375,70433,10117514,11264669,1.150152714
60.38525065,1341181035,1134607924,23846529,6557419,40005404,75127,1055686,2503,23777784,60142,2335,1330,63071,9817137,10873405,1.182065634
60.68566749,1341281054,1111431222,24222354,5719822,39008024,74714,1021734,2365,24032856,61542,2383,1375,63623,9096147,9658458,1.206805268
60.98609996,1333244399,1090548934,23673243,7401219,41149812,84495,1196407,2747,23927818,62475,2330,1342,62242,10692854,12144685,1.222544315
