time,cycles,instructions,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_miss,CPI
108.7462643,1328697746,2066568726,23796470,146344,4595280,197377,17040,1135,23979707,3684,1135,2620,87985,133593,285925,0.6429487339
109.0466725,1330714760,2069334345,23758397,212590,5461749,202432,18712,20972,24122544,3208,645,2474,112285,264874,638566,0.6430641637
109.3470933,1340782207,2102504425,23572303,255326,6270085,230050,50528,57573,23869162,3078,651,2318,90887,116098,201029,0.6377071986
109.6475182,1339795385,2103399696,24085229,45188,4664795,204561,26656,39278,24054426,3525,591,2319,94207,108939,194327,0.6369666153
109.9478256,1339914958,2092788951,24110276,48561,4497687,191357,26843,35916,23845291,4411,1704,3017,102840,105616,179435,0.6402532646
110.2482332,1338665797,2092127489,23931199,124321,4962463,191700,4446,210,23937295,3141,1990,3244,134348,179969,281739,0.6398586148
110.5486535,1335888760,2087287730,23830237,205630,5525054,206578,16907,235,24184544,4083,630,2457,129664,269318,743122,0.6400117918
110.8490933,1333408505,2076514657,23656508,298762,5900220,219620,54773,44752,23885498,4006,636,2212,89339,102931,248068,0.6421377766
111.1495145,1339641950,2067337125,23854078,69887,4931196,225354,36696,42057,23813059,3525,654,2212,83469,102310,183472,0.6480036245
111.4499327,1332169474,2081608666,24046206,39833,4840653,182837,16661,37667,24032079,3331,2226,2641,93719,131187,176827,0.6399711414
111.7503615,1336007051,2081275843,23828527,157137,5209765,181495,5817,248,24057370,3210,651,2362,97920,152698,310054,0.6419173391
112.0507813,1333362067,2069156932,23885936,229051,5505053,213292,24063,23171,24094883,4846,648,2343,86335,277228,632859,0.6443987145
112.3512071,1338030224,2084583719,23999983,186704,5907251,207619,59554,68226,23937230,3978,684,2290,106233,145163,206660,0.6418692671
112.6516215,1343016491,2091641466,24270668,42437,4687007,205535,9507,52682,24196687,5131,12070,2702,102291,121254,209832,0.6420873332
112.9518307,1336461553,2079653289,23881690,59421,5018363,200477,6626,289,23889392,3814,1959,2817,141250,127680,235271,0.6426367126
113.2522345,1342408555,2079046077,23909468,255930,5141086,187320,7098,483,24075919,3148,627,2439,110553,163413,399148,0.6456848503
113.5526407,1335207023,2060708285,23709711,228590,5677373,223186,26714,24677,23934374,4843,645,2234,86367,264140,654861,0.6479359707
113.8530494,1342351903,2093551470,24078283,299787,5853595,209680,59503,63312,24048842,3357,600,1308,86817,96428,166407,0.6411840942
114.1534628,1337536090,2080037042,24228785,44235,4679777,201783,30879,49142,24159237,3556,645,1258,84407,95661,171740,0.6430347455
114.4538757,1338364032,2090134486,24126488,45314,4977152,200978,45105,43433,23867417,5287,11677,1604,114151,99214,177090,0.6403243624
114.7542901,1331530129,2037161681,23647334,70017,4901761,200687,10134,295,24025233,4088,16674,1550,109974,116814,232790,0.6536202509
115.0547006,1328820003,2028991422,23727841,122011,4591997,201189,5717,389,24264287,4819,1538,1717,129141,176532,340418,0.6549165209
115.355122,1326193657,2047996398,23687340,315778,5725396,198834,6089,346,24079540,3229,642,1640,148580,340891,858072,0.6475566355
115.6555299,1337429718,2070208706,24126152,145556,4852370,210061,23720,188,24144457,3387,564,1222,87875,96487,307713,0.646036177
115.9558434,1331581062,2035816944,23652322,361587,5793386,247943,40469,36657,23868097,4442,641,1413,88671,179908,696181,0.6540770112
116.2562471,1336296135,2072902159,23786545,204285,5595506,227094,33958,47205,23801124,3630,609,1353,97502,102567,196192,0.6446498834
116.5566581,1338108652,2069936674,23900889,160852,5964829,314958,58952,68207,23879859,4741,684,1377,91264,110309,202266,0.6464490768
116.857079,1340859620,2084771559,24110745,55713,4986675,242285,54307,42861,23575942,6083,984,1347,95433,99750,184191,0.6431686072
117.1574895,1338173862,2079558542,24192853,50102,4594188,195726,5884,64564,24110335,4504,3651,1602,103224,108782,174186,0.6434893921
117.4579669,1335611147,2059619036,23990897,51696,4567173,197978,5197,17828,24022880,4760,3508,1693,116011,108662,208720,0.6484748508
117.7583988,1334020557,2042229602,23808788,138280,4880175,215799,12124,562,24012924,4710,4171,2094,156669,131794,243183,0.6532177164
118.0588134,1336971644,2070582152,24089306,58672,4864297,218754,7701,615,23977881,3217,2452,1758,112005,164021,198556,0.6456984296
118.3592395,1340184232,2080671295,23935920,75772,5208952,204960,11153,737,23989445,4248,2631,3057,143008,176264,288984,0.6441114631
118.6596583,1340925826,2079606002,24200767,53323,4882767,196239,11902,661,23995342,6005,2371,2145,100947,105271,182130,0.6447980169
118.9598156,1332255078,2057401359,24112641,55055,4743499,194749,7068,539,24308097,4516,14361,2932,171706,174288,261642,0.6475426256
119.260222,1336286573,2070621640,24215455,60002,4831214,190644,8412,394,24080321,3883,2101,2380,154747,137587,240296,0.645355263
119.5606359,1337140644,2067379051,24287017,67220,4825764,202184,8113,468,24301536,4130,3100,2308,137680,144829,186504,0.6467805908
119.8610386,1334105823,2065334804,24095642,63591,5134613,214640,8214,17665,24005627,6077,25793,2386,162664,132060,192749,0.6459513588
120.1614529,1336401477,2066866668,23941513,57256,5504953,193779,8356,56066,23864892,4855,7283,2514,126633,109881,199329,0.646583303
120.4618669,1342739106,2071157032,24371475,58119,4734908,204749,13883,41853,24016073,5743,2792,1771,104812,99922,171526,0.6483038636
120.7622865,1339833969,2067945390,24307100,34514,4716511,200231,65657,72296,24079265,4259,1530,1299,101242,90302,158742,0.6479058758
121.0626987,1338948728,2072968714,23865200,48171,5996595,200512,36732,44864,23838241,3847,594,1416,109751,128219,211001,0.6459087969
121.3631154,1335789101,2062400396,24234234,46785,5670352,229399,61590,73201,24161959,5458,900,1819,125977,112650,223975,0.6476866003
121.6635331,1344218203,2069981416,24246787,272609,6291825,222311,62048,55367,23857961,3590,783,1873,127087,111686,200314,0.6493866044
121.9638185,1333355313,2059310507,24055424,208284,5681994,243376,53305,72381,24045550,4168,735,1905,127260,105521,206290,0.6474765745
122.2641451,1333718661,2051952120,24016846,293620,5894225,264138,57336,58592,24108716,4223,759,1857,125966,104775,212596,0.6499755272
122.5645689,1331493656,2036985508,23862255,415143,6009579,257980,86061,82254,23996281,2352,648,1518,110619,115172,221941,0.6536588752
122.8649533,1339221337,2062141017,24203620,186129,5201968,260462,29333,60814,24156753,1188,579,1212,91591,118257,193798,0.6494324714
123.1653682,1338312993,2046023677,24004366,374977,6171535,274872,73539,84059,23993185,1236,696,1572,97160,112997,177671,0.6541043528
123.4657813,1330915856,2017212694,23897181,290060,5585380,231328,57168,56960,24061977,1074,713,1826,105936,116386,200310,0.6597796355
123.7661946,1338305662,2040421477,24245973,319019,5973422,244905,62477,78483,24277666,1104,786,1929,96084,109379,193812,0.6558966748
124.0666119,1338264435,2035892968,24183912,316434,6025756,216676,64737,27133,24433144,1275,843,2055,115576,116204,740935,0.657335359
124.3670341,1329820900,2020919948,24153633,313321,5228470,252579,45898,27079,24453423,1489,816,1932,89856,145231,399679,0.6580274995
124.6674537,1337334492,2028169004,24216998,327374,6012637,319321,22533,530,24618789,1068,639,1551,66562,351570,899449,0.6593802042
124.9678871,1335104672,2022590691,24125194,290937,4755249,275036,7745,1074,24448288,917,684,2080,113111,391373,868651,0.66009632
125.2683003,1338148323,2037041072,24343113,244852,4835548,279043,18575,1762,24383753,869,1552,2116,108950,207257,373067,0.6569078755
125.5687152,1337017137,2045242019,24446947,54165,4777386,278802,7554,1237,24332243,1630,21509,2852,145561,172953,262909,0.6537207453
125.8691361,1332756871,2034814875,24286572,54825,4926278,332521,9902,2119,24021100,3273,5484,4952,178113,168391,242363,0.6549769649
126.1695665,1338148242,2039865464,24519080,57586,4532675,280051,21154,1674,24290041,1663,2503,2473,115113,120466,218522,0.655998283
126.469979,1338291256,2044354671,24449781,47864,4769575,278175,74263,91334,24105483,2619,3191,2206,82152,105399,188899,0.6546277292
126.7703662,1327244756,2017999147,24051944,105517,5151344,338459,46703,52822,24265840,2237,921,3319,127903,166699,309925,0.6577033286
127.0707785,1333617967,2032856895,24416324,66006,5938017,324572,79216,88750,24345532,2310,882,2122,107007,135241,256531,0.656031406
127.371204,1335705599,2026683397,24069729,306591,6129138,327521,67512,60649,24223057,1447,621,1470,69064,106468,192309,0.6590598221
127.6716244,1340904138,2039227894,24345920,345172,5362218,344358,67216,89406,24199910,1251,717,1579,77571,113031,178289,0.6575548235
127.9720446,1338251266,2021831279,24191249,368822,6211182,331259,84004,83207,24127888,1251,768,2065,92494,122467,209452,0.661900565
128.2724722,1337633349,2029367170,24113472,309029,6385236,363466,66657,1485,24284089,1543,849,2227,85076,113597,847756,0.6591381633
128.572863,1341957887,2036000716,24092763,354635,5947316,398893,46082,46218,24255597,2226,780,2308,95420,159086,418456,0.6591146439
128.8732776,1338784950,2034174102,24164460,284588,6446485,319547,8374,1151,24274016,1681,852,2047,116618,389921,935698,0.658146689
129.1736941,1340470000,2025786274,23991325,422081,5900783,271767,7512,759,24313588,1275,768,3218,129876,450823,1109471,0.6617035653
129.4741106,1340628726,2031607049,24438020,225172,4650350,309181,7908,1823,24680639,1922,819,2182,105128,188397,373017,0.6598858409
129.7745282,1328765839,2003132038,24226062,237237,4763146,382190,28416,4588,24077622,1996,4283,5376,203313,487039,511057,0.66334411
130.0749454,1335474412,2020941356,24440730,160325,4922417,332055,14527,1731,24519744,1387,2056,2669,105266,171195,290328,0.6608179936
130.3753622,1332637931,2015624428,24553116,177436,4438512,256233,12633,521,24606696,2139,3691,2776,128373,376269,316559,0.6611538898
130.6757791,1335241591,2029751749,24509032,74514,4597480,253740,23675,1663,24460686,1814,2622,2514,109601,143729,297723,0.6578349257
130.976188,1332855180,2030930914,24310196,60526,5115887,257309,13944,1070,24370969,1543,3143,2875,93991,128891,227627,0.6562779516
131.2765781,1338123754,2039147219,24701824,59640,4635656,308121,9009,446,24364421,3997,24829,3295,141525,124061,235701,0.6562173351
131.5769746,1326628957,2011250877,24178142,96769,5244822,272892,11064,27692,24191944,3804,6202,3628,145413,180045,327545,0.6596039172
131.8773738,1337741827,2025505980,24549711,68457,4637893,321301,9220,407,24583472,2933,3863,2694,95968,112575,298476,0.6604482239
132.1777588,1331622123,2021302894,24324100,73877,4605498,354861,61402,97380,24080330,4212,5900,3693,91146,108991,316790,0.6587939526
132.4781909,1340412116,2032983770,24489401,63811,4905892,327246,52395,62076,24391941,3279,436,2556,82157,151544,306021,0.6593324235
132.7786115,1340995407,2038437827,24618372,430360,6208530,363400,90064,104217,24343314,2972,367,2607,75572,116492,254912,0.6578544556
133.0790392,1330588956,1998960609,23897056,457857,6621237,327517,94685,103723,23892621,3286,379,1662,80862,125332,260066,0.6656404083
133.3794646,1339870393,2026037303,24317677,276384,5415543,301470,31024,722,24441998,1375,382,676,64207,156497,467107,0.6613256286
133.6798158,1337339455,2015044889,24271796,369328,5417018,294669,11178,769,24598866,1383,1796,815,112234,480250,1073603,0.6636772522
133.9802127,1332944477,2025628332,24527271,75276,4774952,319830,19805,1262,24046693,3268,3627,1020,105000,167228,253803,0.6580400046
134.2806267,1330395630,2017385371,24409567,96623,4697388,339558,62397,62954,24308884,4500,24933,1663,104269,116695,282066,0.6594652906
134.5810447,1335905364,2024376428,24397559,192087,6534328,340673,80985,71401,24037813,1778,719,1856,94002,112769,288527,0.659909563
134.8814529,1335133725,2023899150,24006258,514126,7331664,334016,109750,109369,23967462,1468,583,2040,100349,115830,304168,0.65968392
135.1818687,1332248728,2015235537,23763857,418980,6604275,388233,86106,65188,24013389,1832,454,668,77504,122651,386648,0.661088346
135.4822821,1330461490,2010207518,23941122,424169,6619563,369420,15819,2016,24305382,1426,613,1306,114261,437593,1097336,0.6618528078
135.7827071,1340356756,2033921370,24194868,323229,5781714,342944,13120,1890,24193643,1708,2511,2632,170944,483410,568995,0.6590012651
136.0831238,1335032093,2035319086,24325650,86074,5079368,320710,15003,1174,24303379,2199,2912,1603,105813,141066,284120,0.655932577
136.3835587,1335820830,2030563334,24294755,92542,5011079,383853,104400,120600,24056340,4305,1871,1158,103542,118598,294818,0.6578572594
136.6839702,1335774125,2035578372,23750704,536462,7677692,409190,113697,114838,23602222,1898,439,1914,88097,127661,278881,0.6562135575
136.9843881,1329049893,2013627251,24189564,324253,5010000,359318,63107,49225,24337559,1907,478,1053,96359,112044,392398,0.6600277645
137.2848025,1335647915,2027386135,24339913,244699,4765972,312049,13751,2537,24508217,1952,3270,1714,124469,477977,845247,0.6588029246
137.5852158,1335422389,2040343619,24421770,85795,4856042,309702,11521,37463,24303046,3029,3652,2057,146140,140670,254812,0.6545085723
137.8856401,1328902649,2020016225,24412835,234466,4541076,340401,107407,117059,24341904,3074,686,1904,106260,120689,270665,0.6578673144
138.1860554,1336826147,2004201415,24082041,580672,6538051,285299,52378,48395,24334873,3165,418,1257,78168,264895,985710,0.6670118766
138.4864709,1329402107,2003471388,24213112,225022,5035887,259280,15217,1219,24555031,935,1808,1648,95834,208212,335291,0.6635493349
138.7868896,1332174998,2013029349,24509980,106614,4423493,278207,41959,117077,24314273,3544,2617,1826,95154,115633,195181,0.6617762422
139.0873162,1324073216,1987096933,23950566,553061,6526493,282298,115770,122770,24267251,1170,358,698,65254,106540,193023,0.6663354938
139.3877502,1338639407,2016650428,24228494,356576,6018981,278471,42010,1947,24009186,1994,364,926,73555,150661,408872,0.6637934807
139.6881729,1327030089,1992413184,24172634,444901,4448993,261680,12040,1058,24601704,1570,2419,2506,125329,472441,1151015,0.6660416121
139.9885846,1334471742,2016767019,24688325,90416,6135786,286010,103778,111777,24464158,1767,1717,1025,71725,111682,206191,0.6616885983
140.2889968,1328822312,2000364391,24269348,330896,5485101,291344,60385,76128,24368554,1563,475,1049,90532,144263,216067,0.6642901253
140.5894162,1341761271,2012447348,24456234,431628,6256110,271516,9262,672,24751364,1590,315,1464,79891,483627,1169281,0.6667311184
140.8898296,1334826072,2024485268,24664324,62986,4729109,300132,58226,49388,24485546,3166,3456,1498,64910,99726,198424,0.6593409659
141.1902458,1336097364,2002029887,23927335,243498,6181653,354301,84169,102250,24061959,1638,1486,938,34436,110823,212570,0.6673713378
141.4906559,1342625055,2014917409,24345702,505074,6525007,343536,76444,81456,24498496,1243,342,511,38652,150107,326215,0.6663424759
141.7910889,1342719256,2027326406,24956387,68755,4448511,321445,11902,3145,24522082,2516,4594,1606,79668,170169,182642,0.6623103473
142.0914989,1329776788,1993886129,24350127,225368,5258900,326926,63113,102929,24526397,2645,1756,751,47963,162135,256389,0.6669271473
142.391922,1333797588,1997302926,24271188,540939,6523209,377030,89160,108012,24587016,1336,417,685,33999,155531,323377,0.6677993461
142.6923246,1324292690,1997592672,24522899,86586,4884112,313919,10878,1071,24792767,1956,3397,1416,70186,178209,271038,0.6629443072
142.9927457,1330390650,1986997468,24306173,83404,5329779,327922,58092,62943,24515938,2297,2878,833,53288,157553,277612,0.6695482362
143.2931561,1342667491,2014436563,24455211,516538,6849535,349995,106674,88989,24435349,1423,452,478,35324,112399,312737,0.6665225978
143.5935905,1337131297,2008612298,24725639,207348,5017104,315526,16313,610,24768726,1150,2126,1495,57316,480399,358954,0.6656990492
143.8940037,1337025779,2023660297,24565794,67357,5390120,340600,51231,74429,24211014,3748,2729,1185,39521,94214,198017,0.6606967488
144.1944113,1339017404,2010006341,24504197,499365,6627267,347067,110356,79816,24422311,1537,401,1086,34320,94503,328895,0.6661757113
144.4948253,1339789014,2018384999,24668211,209752,4766685,319371,16459,1208,24668931,2226,2696,1916,70540,167167,379439,0.6637925939
144.7952401,1329803509,1988904055,24247751,241089,5076633,339613,63510,65683,24559479,2201,1773,1061,53928,155736,290506,0.668611191
145.0956496,1328533046,1985595603,24049645,540652,6375684,386506,87535,42828,24525474,1207,398,1140,43352,128608,497021,0.6690854089
145.3960673,1333224953,2011992234,24534776,70944,5125193,376616,94666,97051,24305227,2817,3761,1151,44443,99672,208960,0.6626392142
145.6964778,1335676969,1986957422,24125464,352100,5733912,367502,69594,33428,24524139,1318,407,470,34792,134140,404823,0.67222224
145.9968965,1331961718,1999256135,24343901,250494,4426610,335711,18603,43876,24590682,1776,2986,1201,63124,499961,1076666,0.6662286511
146.2973105,1338795887,2002948740,24302952,427823,6868874,378641,122561,84812,24366122,1483,515,443,27295,85869,325502,0.6684124562
146.5977452,1339514624,2022933116,24469744,153958,5485663,355758,71051,96609,24214876,3106,2558,1788,60911,176591,276473,0.6621645636
146.8981626,1332175410,2001870387,24600797,299281,5062612,364050,60234,56538,24656800,2004,452,731,48806,94571,238243,0.6654653661
147.1985812,1339372964,2009106671,24619551,218955,4952571,358886,46547,39642,24232522,5072,6097,1519,79019,162279,304289,0.6666509964
147.4989892,1322996523,1970524171,23903287,627448,6811759,375055,76025,75865,24446868,1348,545,1393,78363,476012,1153728,0.671393197
147.7994127,1338109366,2020117533,24676279,205609,5082872,346580,74132,78086,24660264,2612,26789,1974,72664,132710,218159,0.6623918382
148.0998401,1336353714,2003420431,24230450,446658,6686741,370781,72758,3645,24567906,1635,590,2010,56176,131039,1170196,0.6670360816
148.40026,1338812655,2014182089,24236879,345651,6608976,389389,115612,94241,24144199,2864,1884,1396,42730,88438,207363,0.6646929601
148.7006721,1338624380,2020303261,24475863,271121,5502006,355621,34493,1053,24355953,3820,1788,1417,48387,133466,437011,0.6625858631
149.0010885,1337192069,2012953398,24462987,358188,7641123,368518,124866,134553,24049773,2130,874,1558,54593,103114,218926,0.6642936048
149.3015131,1335480949,2007036142,24388543,233296,5701170,343548,16046,43598,24327563,3904,5924,2337,97853,204703,363795,0.6653995516
149.6019326,1331273440,2004716530,24269058,368940,5730512,354401,78374,71274,24526506,2145,431,1036,34183,113999,238773,0.6640706654
149.9023418,1342700099,2014212101,24452300,340798,5224500,339048,45985,42613,24569309,2811,3776,1525,76022,483730,1117326,0.6666130634
150.2027578,1337016713,1986526608,24091587,640539,6826899,368264,106128,37207,24684278,2025,659,979,70782,167131,1258943,0.6730424388
150.5031701,1338710998,1997868808,24210786,333003,7395538,368955,107246,144853,24280791,2841,2952,1042,37720,100935,189540,0.6700695224
150.8035938,1343280330,2013117000,24761583,180119,5084726,362166,46229,40525,24718184,2495,2175,868,35414,135672,298173,0.6672639146
151.1040074,1341098998,1992170524,24422614,458470,6735699,395500,107574,102562,24305003,1683,413,647,35553,89492,184222,0.6731848413
151.4044307,1336997378,2000365386,24696728,330038,6536049,342458,77034,96714,24520477,3052,2004,1111,49275,149087,330018,0.6683765813
151.7048425,1335045102,1995282512,24552860,384289,5167776,346614,45885,44220,24884653,1860,1974,731,38708,137137,323325,0.6691007885
152.0052644,1322555960,1963702763,24446208,419114,5171082,384388,139430,104054,24595244,3595,521,665,31898,110045,364569,0.6735010944
152.3056754,1330824124,1983757940,24699551,68782,4788540,356291,102764,109718,24491778,3242,5328,1312,44082,144990,199972,0.6708601373
152.6060946,1333168203,1984321101,24486723,355957,5697399,334994,44085,42091,24435010,2517,3356,1537,75570,152365,342430,0.6718510438
152.9065081,1332104851,1977242753,24631864,249126,4513608,413755,84050,109277,24634540,4353,542,548,39197,128702,201592,0.6737184137
153.2069196,1330583347,1981606312,24563329,202877,4508439,412775,51925,47815,24416350,4261,7225,1732,106570,195693,346859,0.6714670512
153.5073294,1341851445,2011478144,24696468,348465,5051129,356145,47698,45722,24690618,2738,3517,1126,66371,181507,400466,0.6670972036
153.8077521,1337438809,1996431088,24716285,368435,5026784,346383,60617,75985,24757022,2553,1731,530,41150,167563,343143,0.6699148381
154.1081527,1332997717,1994280626,24599438,231508,4648673,346094,78510,86767,24719505,4894,5689,1342,73990,134623,274022,0.6684103028
154.4085755,1334449046,1991215782,24558455,232166,5158868,370221,48501,41574,24431346,3382,4947,1456,74972,218165,358770,0.6701679738
154.708953,1333018443,1978964410,24424072,367443,5310736,369640,52696,73687,24405718,3164,3858,1292,60503,170308,325947,0.6735939445
155.0093808,1333622920,1983497521,24554370,227501,4865607,377447,77603,94626,24636673,4895,422,656,35800,105286,217427,0.6723592573
155.3097905,1331126126,1978245757,24558574,252391,5013348,409226,57709,130114,24493995,8713,5186,2307,68994,158735,358553,0.6728820832
155.6102221,1331460137,1982576603,24362333,243239,5739162,366340,66469,110858,24062772,6217,6860,2330,55371,140329,208677,0.6715806769
155.9106444,1340792837,1999913030,24460509,222459,5949560,358014,85747,44502,24439952,4636,2270,1800,65727,148111,341444,0.670425572
156.2110703,1337856367,1996823097,24778875,379515,5125073,344717,117813,112552,24321824,7469,5303,1411,57346,147307,337204,0.669992434
156.5114575,1308181733,1932497123,23732859,268167,6985020,410522,116407,107714,23339781,5663,2625,1417,55896,111051,252322,0.6769385152
156.8118878,1317554912,1934949586,23626744,348663,5931733,391192,113067,99199,23942147,6595,5277,1374,72951,145967,362721,0.6809246719
157.1123062,1337710241,1992537214,24753674,354287,4930618,377216,42823,39746,24616161,6073,2193,1315,54392,140891,331924,0.6713602294
157.4127298,1334347897,1985568917,24394070,455298,7042642,341264,118457,106825,24310162,6469,2581,961,32325,128968,183472,0.672022958
157.7131511,1335844701,1986448614,24228068,350835,6894455,317576,119618,114359,24321606,4857,714,440,21345,79904,179515,0.6724788608
158.0135675,1326713522,1987087792,24285454,372811,5453339,301875,50864,88977,24557748,4827,3419,1036,53714,153161,419571,0.6676672905
158.3139831,1334559936,1987990427,24298019,486348,7528521,310684,55113,48836,24520429,4939,2604,842,81149,509661,1309516,0.6713110475
158.6143933,1331514564,1987627596,24585086,210580,5250556,311759,49535,49073,24536381,7628,6656,1549,64014,190436,353197,0.6699014276
158.9148163,1330487789,1980656288,24453121,532213,7142935,353534,123586,80481,24354997,5244,2560,1165,35479,78468,323377,0.6717408755
159.2152303,1336608621,1992583448,24372857,426678,5989914,360094,95530,53450,24256105,5261,2593,857,45917,96271,305504,0.6707917916
159.5156529,1338533518,1975731750,24268417,697743,6765827,344953,54687,51974,24563007,5054,2515,1246,55039,554297,1447937,0.6774874767
159.8160685,1339996980,1991043432,24673569,229572,5208056,351560,96725,114275,24368463,7171,3161,1253,45540,137074,136765,0.6730124308
160.1164878,1338454855,1986820017,24253661,444765,7594403,386244,70070,100747,24402621,5429,3456,1477,61774,191229,1133893,0.6736668866
160.4168681,1338853526,1987447872,24841952,357861,4859205,349753,122166,121718,24405762,8590,5566,1411,46091,139255,270038,0.6736546628
160.7172924,1340290911,1987518419,24754112,198677,5520461,319117,65931,87237,24633525,5083,2194,803,51865,159148,214185,0.6743539573
161.017705,1321007352,1952086762,24180966,509045,7141234,388671,58703,56520,24797948,5122,2798,890,61026,546367,1213212,0.6767154912
161.318123,1332069388,1974296751,24527846,419391,6004678,360210,53061,122932,24385954,7476,7708,1835,41283,144270,290583,0.6747057591
161.6185366,1338194722,1974314960,24140353,521553,8132628,359204,129373,119362,24295306,5602,2903,661,44695,140309,306028,0.6778020473
161.9189571,1340507684,1993832324,24698159,253419,5400570,342570,67967,53961,24557485,4525,2816,926,52257,191863,282893,0.6723271901
162.2193708,1341590379,1987625308,24843150,209116,5102031,333958,106754,108791,24353885,9624,11395,1511,51879,122470,119819,0.6749714715
162.5197944,1336471647,1981441031,24317190,510657,7018950,395910,47881,91597,24456106,5751,3770,2188,66913,549508,1430574,0.6744947874
162.8202044,1339301595,1996965777,24533126,541829,7829069,343867,136248,127096,24081687,6112,2846,1984,54268,104628,150491,0.6706682761
163.1206283,1339422372,2001704540,24200620,416826,6926566,361086,82591,93703,24287148,6963,10302,2435,83396,469349,459312,0.6691408973
163.4210493,1328680643,1969185924,24505502,268082,5332553,362260,77903,99322,24634027,6335,2963,2234,70415,167168,331810,0.6747360048
163.7214798,1341617281,1992114534,24410624,393254,7301615,389792,138282,128394,24189718,4749,2939,2966,82492,145453,157779,0.673463929
164.0218976,1334319747,1973589694,24414255,456681,5509333,370787,148282,147480,24192516,9847,9148,2621,78071,147161,298543,0.6760877152
164.3223208,1339601976,2003544933,24392327,296591,5393952,358392,50337,46049,24423490,5994,6339,3253,105346,576706,1055247,0.6686158887
164.6227418,1328439280,1994880433,23944602,297698,7050416,374077,75617,99173,24197600,7053,3125,2491,71460,126331,388194,0.6659242619
164.9231642,1339223543,1987915629,23971836,745871,8359515,491028,127675,180817,23971190,5016,1314,2590,88230,224651,483775,0.6736822848
165.2235798,1338606251,2006298972,24396670,266400,6085135,404605,132449,138810,23945352,11316,13270,3260,118102,118840,190462,0.6672017828
165.5239923,1335307496,1977905240,23978823,809644,6703479,376120,83296,96204,24528859,5859,3332,3188,100274,622804,1417407,0.6751119664
165.8244044,1333299711,1976232299,24086642,608322,7211377,400262,129288,139712,24448455,6166,3440,2795,72860,109428,371908,0.6746675032
166.1248276,1334897449,2011591417,24265553,255851,5786204,439166,48521,50454,24416222,4700,5745,2527,89117,233338,223489,0.6636026768
166.4252395,1338917936,2008044789,24119590,743566,8113508,437482,145004,151956,23888472,6598,942,2599,76365,260170,537324,0.6667769282
166.7256622,1339928699,2101808618,24260194,55825,6920176,356489,84356,93467,23703318,4583,1722,2884,49848,99233,142308,0.63751223
167.0260761,1335526567,2114015802,23643121,225427,5195149,308136,11413,1363,23816781,3629,1215,2809,77607,296202,623989,0.6317486207
167.3264894,1337440841,2113596834,23940848,182661,4605313,331231,38300,42079,23653685,4463,849,2011,36169,99142,182425,0.6327795441
167.6269165,1337547880,2118779910,23902430,51075,4641332,270315,21300,33162,23577655,5572,1357,2149,52232,100226,155400,0.6312821231
167.927337,1337962371,2111206799,23905490,166154,4968815,252957,10218,1740,23906520,3492,1324,2141,56218,150933,271562,0.6337429245
168.2277506,1325750947,2059116375,23270454,257546,5689088,326886,49050,20876,23909287,5267,750,1783,41706,123042,662408,0.6438445943
168.5281771,1337795657,2111954345,23826547,65574,4925049,223300,23933,37498,23889474,5211,1209,1762,28361,97618,124756,0.633439667
168.8285896,1342131501,2120646125,23915779,166174,4959294,233265,11857,976,23700196,4082,1128,2005,60921,143752,228497,0.6328880077
169.129007,1340482457,2121118824,23559077,258980,6266968,255280,46868,30113,23490673,3632,687,1489,45349,109099,194797,0.6319695256
169.4294215,1345015963,2135872575,23993684,40548,5216346,233892,24381,37985,23755967,4511,1209,1593,28782,77009,100183,0.6297266882
169.7298401,1339007426,2120901172,23770993,128951,5210337,243516,11768,18264,23786176,3789,1831,2200,71662,287705,237445,0.6313389062
170.0302569,1332228446,2090895431,23712902,210037,4776390,255733,34085,20575,23877493,3664,711,1446,42240,121509,223285,0.6371568976
170.3306737,1340214702,2118764948,23954036,153917,5359317,253062,43422,42602,23933430,4271,774,1437,40227,106042,154213,0.6325452492
170.6310875,1337176180,2099725234,23828487,48301,4583235,279179,30003,32319,23747036,4645,2543,2056,78782,138009,173498,0.6368338859
170.9314996,1332208336,2088045227,23617683,184743,4882889,264297,21348,1767,23736827,4163,765,1726,53139,136776,259272,0.6380169925
171.2318993,1342148643,2117374989,23875856,233914,5929559,280930,48335,24780,23814204,4988,726,1497,40812,99011,200520,0.6338738532
171.5321329,1342349961,2121162054,24084479,41481,5077304,267143,37224,57376,23713928,4958,1616,1805,39805,86780,120377,0.6328370614
171.832549,1332072668,2091303304,23894458,139844,4493090,248035,9394,1625,24062016,4415,1711,1936,93921,180245,243834,0.6369581425
172.1329466,1340735112,2097189275,23662925,297751,5664969,262423,33569,18351,23785053,6099,849,1536,52240,141379,276012,0.6393009577
172.4333481,1340342054,2113721919,24041502,94453,4873126,275217,30732,38596,23941456,3994,936,1807,99357,106895,165406,0.6341146591
172.7337764,1341721099,2119611971,23976115,52678,4852892,283758,25630,42999,23588305,4908,1819,2981,118868,102921,135623,0.633003171
173.0341969,1337661321,2103918538,23979930,131421,4551527,254320,10744,694,24065489,4068,1852,2243,119743,153166,214093,0.6357952063
